LahmanPlayerID,Year,UniNo,dummy,dummy,dummy,dummy
65616,2018,55,,,,
65616,2017,19,,,,
65616,2016,16,,,,
65616,2015,16,,,,
65618,2021,35,,,,
65618,2020,63,,,,
65618,2019,63,,,,
65618,2018,63,,,,
65618,2016,18,,,,
65618,2015,18,,,,
65620,2022,3,,,,
65620,2020,3,,,,
65620,2019,3,,,,
65620,2018,3,,,,
65620,2017,20,,,,
65620,2016,20,,,,
65620,2015,20,,,,
65630,2015,30,,,,
65639,2025,12,,,,
65639,2024,12,,,,
65639,2023,60,,,,
65639,2022,60,,,,
65639,2021,45,,,,
65639,2020,39,,,,
65639,2019,11,,,,
65639,2018,36,,,,
65639,2016,39,,,,
65639,2015,39,,,,
65643,2023,38,,,,
65643,2022,27,,,,
65643,2021,27,,,,
65643,2020,56,,,,
65643,2019,35,,,,
65643,2018,35,,,,
65643,2017,1,,,,
65643,2015,43,,,,
65653,2025,27,,,,
65653,2024,27,,,,
65653,2023,27,,,,
65653,2022,27,,,,
65653,2021,53,,,,
65653,2020,53,,,,
65653,2019,62,,,,
65653,2017,53,,,,
65653,2016,53,,,,
65653,2015,53,,,,
65658,2016,58,,,,
65658,2015,58,,,,
65659,2015,59,,,,
65661,2020,4,,,,
65661,2019,4,,,,
65661,2018,48,,,,
65661,2015,61,,,,
65665,2025,20,,,,
65665,2024,20,,,,
65665,2023,20,,,,
65665,2022,20,,,,
65665,2021,20,,,,
65665,2020,15,,,,
65665,2019,65,,,,
65665,2016,65,,,,
65665,2015,65,,,,
65696,2021,47,,,,
65696,2020,47,,,,
65696,2017,96,,,,
65696,2016,96,,,,
65696,2015,96,,,,
65703,2025,7,,,,
65703,2024,7,,,,
65703,2023,7,,,,
65703,2022,7,,,,
65703,2021,7,,,,
65703,2020,51,,,,
65703,2019,115,,,,
65703,2018,96,,,,
65703,2015,3,,,,
65707,2025,66,,,,
65707,2024,66,,,,
65707,2023,66,,,,
65707,2022,66,,,,
65707,2021,66,,,,
65707,2020,93,,,,
65707,2016,66,,,,
65707,2015,7,,,,
65733,2015,33,,,,
65742,2018,45,,,,
65742,2016,42,,,,
65742,2015,42,,,,
65762,2016,62,,,,
65762,2015,62,,,,
65764,2025,53,,,,
65764,2024,53,,,,
65764,2023,53,,,,
65764,2022,53,,,,
65764,2021,53,,,,
65764,2020,53,,,,
65764,2019,53,,,,
65764,2018,53,,,,
65764,2017,64,,,,
65764,2016,64,,,,
65764,2015,64,,,,
65769,2025,47,,,,
65769,2024,47,,,,
65769,2023,47,,,,
65769,2022,47,,,,
65769,2021,47,,,,
65769,2020,17,,,,
65769,2019,17,,,,
65769,2018,27,,,,
65769,2017,69,,,,
65769,2016,69,,,,
65769,2015,69,,,,
65802,2021,41,,,,
65802,2019,91,,,,
65827,2021,20,,,,
65827,2020,20,,,,
65827,2019,51,,,,
65844,2023,50,,,,
65844,2022,50,,,,
65844,2021,50,,,,
65844,2018,46,,,,
65898,2025,10,,,,
65898,2024,10,,,,
65898,2023,1,,,,
65898,2022,1,,,,
65898,2021,1,,,,
65898,2020,10,,,,
65898,2019,4,,,,
65898,2017,10,,,,
65898,2016,40,,,,
65905,2025,62,,,,
65905,2022,9,,,,
65905,2021,9,,,,
65905,2020,9,,,,
65905,2019,9,,,,
65908,2019,43,,,,
65908,2018,43,,,,
65908,2017,43,,,,
65931,2016,31,,,,
65931,2015,31,,,,
65933,2025,59,,,,
65933,2024,59,,,,
65933,2023,59,,,,
65933,2022,59,,,,
65933,2021,59,,,,
65933,2020,59,,,,
65933,2019,59,,,,
65933,2018,59,,,,
65933,2017,59,,,,
65933,2016,59,,,,
65933,2015,33,,,,
65937,2021,11,,,,
65937,2020,11,,,,
65937,2019,14,,,,
65937,2018,105,,,,
65937,2015,37,,,,
65949,2025,41,,,,
65949,2024,41,,,,
65949,2023,41,,,,
65949,2022,41,,,,
65949,2021,41,,,,
65949,2020,41,,,,
65949,2019,101,,,,
65949,2016,49,,,,
65949,2015,49,,,,
65964,2025,102,,,,
65964,2024,45,,,,
65964,2023,45,,,,
65964,2022,45,,,,
65964,2021,57,,,,
65964,2019,64,,,,
65964,2018,64,,,,
65964,2015,64,,,,
66018,2025,49,,,,
66018,2024,49,,,,
66018,2023,49,,,,
66018,2022,49,,,,
66018,2021,49,,,,
66018,2020,49,,,,
66018,2019,49,,,,
66018,2018,34,,,,
66032,2016,32,,,,
66039,2021,18,,,,
66039,2020,18,,,,
66039,2019,39,,,,
66039,2016,39,,,,
66047,2025,41,,,,
66047,2024,33,,,,
66047,2023,47,,,,
66047,2021,33,,,,
66047,2020,33,,,,
66047,2019,33,,,,
66047,2018,47,,,,
66047,2017,47,,,,
66047,2016,47,,,,
66049,2016,49,,,,
66050,2016,49,,,,
66052,2018,25,,,,
66052,2017,52,,,,
66052,2016,52,,,,
66064,2024,20,,,,
66064,2023,20,,,,
66064,2022,20,,,,
66064,2019,46,,,,
66064,2018,64,,,,
66064,2016,64,,,,
66068,2025,58,,,,
66068,2024,58,,,,
66068,2023,58,,,,
66068,2022,58,,,,
66068,2019,54,,,,
66068,2018,93,,,,
66068,2016,68,,,,
66098,2018,98,,,,
66098,2017,98,,,,
66098,2016,98,,,,
66108,2025,51,,,,
66108,2022,51,,,,
66108,2021,51,,,,
66108,2020,51,,,,
66108,2019,24,,,,
66108,2018,0,,,,
66108,2017,57,,,,
66108,2016,57,,,,
66112,2025,45,,,,
66112,2024,45,,,,
66112,2023,12,,,,
66112,2022,12,,,,
66112,2021,122,,,,
66112,2019,40,,,,
66112,2018,40,,,,
66112,2017,40,,,,
66112,2016,112,,,,
66113,2022,34,,,,
66113,2021,34,,,,
66113,2020,34,,,,
66113,2019,100,,,,
66113,2016,113,,,,
66138,2017,38,,,,
66138,2016,38,,,,
66145,2025,12,,,,
66145,2021,45,,,,
66145,2020,45,,,,
66145,2019,45,,,,
66145,2018,45,,,,
66145,2017,45,,,,
66145,2016,45,,,,
66154,2016,54,,,,
66160,2022,42,,,,
66160,2021,43,,,,
66160,2018,63,,,,
66160,2017,60,,,,
66160,2016,60,,,,
66162,2025,5,,,,
66162,2023,5,,,,
66162,2022,5,,,,
66162,2021,62,,,,
66162,2018,62,,,,
66162,2017,62,,,,
66162,2016,62,,,,
66201,2023,63,,,,
66201,2021,58,,,,
66201,2018,38,,,,
66201,2017,30,,,,
66201,2016,30,,,,
66203,2024,16,,,,
66203,2023,16,,,,
66203,2022,16,,,,
66203,2021,16,,,,
66203,2020,6,,,,
66203,2019,6,,,,
66203,2017,3,,,,
66203,2016,3,,,,
66207,2022,25,,,,
66207,2021,8,,,,
66207,2020,94,,,,
66207,2019,6,,,,
66207,2018,6,,,,
66207,2017,6,,,,
66207,2016,7,,,,
66209,2025,51,,,,
66209,2024,51,,,,
66209,2023,51,,,,
66209,2022,51,,,,
66209,2021,51,,,,
66209,2020,8,,,,
66209,2019,51,,,,
66209,2018,51,,,,
66209,2017,9,,,,
66209,2016,9,,,,
66226,2017,26,,,,
66226,2016,26,,,,
66233,2025,34,,,,
66233,2024,44,,,,
66233,2023,44,,,,
66233,2022,44,,,,
66233,2019,97,,,,
66233,2018,68,,,,
66233,2016,3,,,,
66244,2017,44,,,,
66244,2016,44,,,,
66291,2025,50,,,,
66291,2024,50,,,,
66291,2023,50,,,,
66291,2022,50,,,,
66291,2021,50,,,,
66291,2020,50,,,,
66291,2019,50,,,,
66291,2018,50,,,,
66291,2017,50,,,,
66291,2016,91,,,,
66302,2017,92,,,,
66302,2016,0,,,,
66305,2024,42,,,,
66305,2023,42,,,,
66305,2022,42,,,,
66305,2021,12,,,,
66305,2020,96,,,,
66305,2017,95,,,,
66305,2016,105,,,,
66306,2017,6,,,,
66306,2016,6,,,,
66309,2017,49,,,,
66323,2016,23,,,,
66324,2016,23,,,,
66354,2025,22,,,,
66354,2024,22,,,,
66354,2023,22,,,,
66354,2021,22,,,,
66354,2020,22,,,,
66354,2019,22,,,,
66354,2018,22,,,,
66354,2017,2,,,,
66354,2016,54,,,,
66359,2017,59,,,,
66359,2016,59,,,,
66392,2019,12,,,,
66392,2018,92,,,,
66392,2017,2,,,,
66402,2016,2,,,,
66406,2025,14,,,,
66406,2024,14,,,,
66406,2023,14,,,,
66406,2022,14,,,,
66406,2021,14,,,,
66406,2018,14,,,,
66406,2017,64,,,,
66406,2016,106,,,,
66409,2025,13,,,,
66409,2024,13,,,,
66409,2023,13,,,,
66409,2022,13,,,,
66409,2021,26,,,,
66409,2020,6,,,,
66409,2019,13,,,,
66409,2017,63,,,,
66409,2016,9,,,,
66423,2016,2,,,,
66440,2016,40,,,,
66444,2018,44,,,,
66444,2017,44,,,,
66444,2016,44,,,,
66446,2016,46,,,,
66451,2025,51,,,,
66451,2024,51,,,,
66451,2023,51,,,,
66451,2022,51,,,,
66451,2021,51,,,,
66451,2020,51,,,,
66451,2019,51,,,,
66451,2018,51,,,,
66451,2017,51,,,,
66451,2016,51,,,,
66452,2016,52,,,,
66462,2020,4,,,,
66462,2019,4,,,,
66462,2018,4,,,,
66462,2017,4,,,,
66462,2016,62,,,,
66469,2019,37,,,,
66469,2018,37,,,,
66469,2017,69,,,,
66469,2016,69,,,,
66492,2025,24,,,,
66492,2024,24,,,,
66492,2023,24,,,,
66492,2022,38,,,,
66492,2019,60,,,,
66492,2018,60,,,,
66492,2017,60,,,,
66492,2016,92,,,,
66493,2022,28,,,,
66493,2021,28,,,,
66493,2020,28,,,,
66493,2017,93,,,,
66493,2016,93,,,,
66504,2019,12,,,,
66504,2018,65,,,,
66504,2017,5,,,,
66504,2016,4,,,,
66508,2019,0,,,,
66508,2018,0,,,,
66508,2017,23,,,,
66508,2016,92,,,,
66523,2016,23,,,,
66556,2023,45,,,,
66556,2022,45,,,,
66556,2021,30,,,,
66556,2020,30,,,,
66556,2016,89,,,,
66557,2021,29,,,,
66557,2020,29,,,,
66557,2016,57,,,,
66565,2017,65,,,,
66565,2016,65,,,,
66606,2025,16,,,,
66606,2024,16,,,,
66606,2023,16,,,,
66606,2021,16,,,,
66606,2020,1,,,,
66606,2019,1,,,,
66606,2018,6,,,,
66606,2017,6,,,,
66606,2016,6,,,,
66609,2025,51,,,,
66609,2024,51,,,,
66609,2023,51,,,,
66609,2022,51,,,,
66609,2021,51,,,,
66609,2020,51,,,,
66609,2019,55,,,,
66609,2018,19,,,,
66609,2016,69,,,,
66614,2025,14,,,,
66614,2024,14,,,,
66614,2023,14,,,,
66614,2022,13,,,,
66614,2021,14,,,,
66614,2020,14,,,,
66614,2017,14,,,,
66614,2016,14,,,,
66615,2022,9,,,,
66615,2019,64,,,,
66615,2018,64,,,,
66615,2017,64,,,,
66615,2016,15,,,,
66628,2016,28,,,,
66630,2022,38,,,,
66630,2021,38,,,,
66630,2020,38,,,,
66630,2017,30,,,,
66630,2016,30,,,,
66643,2019,43,,,,
66643,2018,43,,,,
66643,2017,43,,,,
66643,2016,43,,,,
66657,2025,10,,,,
66657,2024,45,,,,
66657,2023,45,,,,
66657,2022,45,,,,
66657,2021,10,,,,
66657,2020,10,,,,
66657,2019,4,,,,
66657,2017,61,,,,
66657,2016,10,,,,
66659,2017,59,,,,
66659,2016,59,,,,
66660,2024,41,,,,
66660,2023,41,,,,
66660,2022,41,,,,
66660,2021,26,,,,
66660,2020,61,,,,
66660,2017,60,,,,
66660,2016,7,,,,
66662,2025,25,,,,
66662,2023,12,,,,
66662,2022,22,,,,
66662,2019,22,,,,
66662,2018,62,,,,
66662,2017,62,,,,
66662,2016,62,,,,
66663,2022,55,,,,
66663,2021,55,,,,
66663,2020,55,,,,
66663,2016,63,,,,
66702,2023,13,,,,
66702,2022,49,,,,
66702,2021,51,,,,
66702,2020,9,,,,
66702,2019,9,,,,
66702,2018,2,,,,
66702,2017,2,,,,
66702,2016,2,,,,
66704,2025,25,,,,
66704,2024,25,,,,
66704,2023,25,,,,
66704,2022,25,,,,
66704,2021,25,,,,
66704,2019,10,,,,
66704,2018,4,,,,
66704,2017,18,,,,
66704,2016,104,,,,
66706,2024,51,,,,
66706,2023,51,,,,
66706,2022,51,,,,
66706,2020,51,,,,
66706,2019,51,,,,
66706,2018,51,,,,
66706,2016,101,,,,
66707,2025,42,,,,
66707,2024,42,,,,
66707,2023,42,,,,
66707,2022,42,,,,
66707,2021,42,,,,
66707,2020,42,,,,
66707,2019,94,,,,
66707,2017,44,,,,
66707,2016,107,,,,
66710,2022,14,,,,
66710,2021,19,,,,
66710,2019,95,,,,
66710,2018,95,,,,
66710,2017,95,,,,
66710,2016,110,,,,
66715,2025,37,,,,
66715,2024,37,,,,
66715,2023,37,,,,
66715,2022,37,,,,
66715,2019,42,,,,
66715,2018,69,,,,
66715,2016,115,,,,
66716,2019,114,,,,
66716,2018,5,,,,
66716,2017,63,,,,
66740,2017,40,,,,
66740,2016,40,,,,
66741,2023,19,,,,
66741,2022,19,,,,
66741,2019,19,,,,
66741,2018,19,,,,
66741,2017,41,,,,
66741,2016,41,,,,
66742,2016,42,,,,
66748,2016,48,,,,
66749,2023,50,,,,
66749,2022,50,,,,
66749,2021,50,,,,
66749,2020,50,,,,
66749,2019,95,,,,
66749,2017,49,,,,
66749,2016,49,,,,
66750,2016,48,,,,
66804,2018,58,,,,
66804,2017,58,,,,
66833,2024,28,,,,
66833,2023,28,,,,
66833,2022,28,,,,
66838,2025,38,,,,
66838,2024,38,,,,
66838,2023,38,,,,
66838,2022,27,,,,
66838,2021,38,,,,
66838,2020,38,,,,
66838,2019,38,,,,
66858,2025,51,,,,
66864,2025,10,,,,
66917,2025,5,,,,
66917,2020,5,,,,
66917,2019,5,,,,
66917,2018,5,,,,
66917,2017,5,,,,
66917,2016,17,,,,
66920,2025,26,,,,
66920,2024,26,,,,
66920,2023,20,,,,
66920,2021,26,,,,
66920,2020,26,,,,
66920,2019,26,,,,
66920,2018,26,,,,
66920,2017,53,,,,
66920,2016,20,,,,
66928,2025,16,,,,
66928,2024,9,,,,
66928,2023,9,,,,
66928,2022,13,,,,
66928,2021,13,,,,
66928,2020,13,,,,
66928,2017,28,,,,
66928,2016,28,,,,
66960,2019,37,,,,
66960,2018,37,,,,
66960,2017,37,,,,
66960,2016,60,,,,
66963,2024,29,,,,
66963,2023,24,,,,
66963,2022,32,,,,
66963,2021,68,,,,
66963,2019,68,,,,
66963,2018,99,,,,
66963,2016,63,,,,
66965,2025,16,,,,
66965,2024,16,,,,
66965,2023,16,,,,
66965,2022,10,,,,
66965,2021,15,,,,
66965,2020,15,,,,
66965,2019,65,,,,
66965,2018,65,,,,
66965,2017,65,,,,
66965,2016,65,,,,
66968,2021,17,,,,
66968,2020,17,,,,
66968,2019,19,,,,
66968,2018,19,,,,
66968,2017,68,,,,
66968,2016,68,,,,
66990,2017,90,,,,
66990,2016,90,,,,
66992,2019,100,,,,
66992,2018,15,,,,
66992,2017,15,,,,
66992,2016,92,,,,
67005,2025,63,,,,
67005,2024,121,,,,
67005,2023,31,,,,
67005,2022,8,,,,
67005,2021,8,,,,
67005,2020,0,,,,
67005,2019,5,,,,
67005,2018,5,,,,
67005,2017,5,,,,
67006,2024,8,,,,
67006,2023,8,,,,
67006,2022,57,,,,
67006,2019,4,,,,
67006,2018,4,,,,
67006,2017,4,,,,
67008,2021,11,,,,
67008,2020,11,,,,
67008,2019,11,,,,
67024,2017,24,,,,
67025,2024,3,,,,
67025,2020,24,,,,
67025,2019,24,,,,
67025,2018,24,,,,
67025,2017,24,,,,
67033,2017,33,,,,
67045,2023,39,,,,
67045,2022,39,,,,
67045,2021,39,,,,
67045,2020,39,,,,
67045,2019,44,,,,
67045,2017,45,,,,
67048,2024,51,,,,
67048,2023,51,,,,
67048,2022,51,,,,
67048,2021,51,,,,
67048,2020,51,,,,
67048,2019,48,,,,
67048,2018,48,,,,
67048,2017,48,,,,
67063,2024,0,,,,
67063,2023,33,,,,
67063,2022,33,,,,
67063,2021,33,,,,
67063,2020,63,,,,
67063,2019,63,,,,
67063,2018,63,,,,
67066,2024,66,,,,
67066,2023,66,,,,
67066,2022,66,,,,
67066,2021,97,,,,
67066,2020,97,,,,
67066,2019,66,,,,
67066,2018,66,,,,
67066,2017,66,,,,
67092,2020,13,,,,
67092,2017,92,,,,
67116,2025,31,,,,
67116,2024,31,,,,
67116,2022,64,,,,
67116,2021,64,,,,
67116,2020,64,,,,
67116,2019,64,,,,
67116,2018,116,,,,
67116,2017,116,,,,
67119,2023,19,,,,
67119,2022,19,,,,
67119,2021,19,,,,
67119,2020,19,,,,
67119,2019,19,,,,
67119,2018,19,,,,
67119,2017,19,,,,
67122,2022,110,,,,
67122,2021,65,,,,
67122,2019,65,,,,
67122,2018,65,,,,
67122,2017,122,,,,
67123,2022,62,,,,
67123,2019,62,,,,
67123,2018,123,,,,
67123,2017,123,,,,
67134,2017,34,,,,
67143,2025,29,,,,
67143,2022,29,,,,
67143,2019,43,,,,
67164,2022,39,,,,
67164,2021,39,,,,
67164,2020,68,,,,
67164,2018,100,,,,
67164,2017,64,,,,
67202,2023,26,,,,
67202,2022,26,,,,
67202,2019,57,,,,
67202,2018,12,,,,
67202,2017,2,,,,
67207,2025,13,,,,
67207,2024,7,,,,
67207,2023,7,,,,
67207,2022,25,,,,
67207,2021,14,,,,
67207,2020,14,,,,
67207,2019,14,,,,
67207,2018,7,,,,
67207,2017,7,,,,
67246,2025,46,,,,
67246,2024,46,,,,
67246,2023,46,,,,
67246,2022,46,,,,
67246,2021,46,,,,
67246,2020,40,,,,
67246,2018,46,,,,
67246,2017,46,,,,
67259,2024,100,,,,
67259,2023,101,,,,
67259,2022,59,,,,
67259,2021,59,,,,
67259,2020,59,,,,
67259,2019,59,,,,
67259,2018,59,,,,
67259,2017,59,,,,
67263,2025,61,,,,
67263,2024,61,,,,
67263,2023,61,,,,
67263,2022,61,,,,
67263,2021,61,,,,
67263,2020,61,,,,
67263,2019,61,,,,
67263,2018,61,,,,
67263,2017,63,,,,
67266,2025,1,,,,
67266,2024,1,,,,
67266,2023,1,,,,
67266,2022,1,,,,
67266,2021,1,,,,
67266,2020,66,,,,
67266,2019,66,,,,
67266,2018,66,,,,
67266,2017,66,,,,
67304,2024,3,,,,
67304,2023,3,,,,
67304,2022,3,,,,
67304,2021,3,,,,
67304,2020,3,,,,
67304,2019,3,,,,
67304,2018,4,,,,
67304,2017,4,,,,
67312,2017,12,,,,
67313,2021,8,,,,
67313,2020,8,,,,
67313,2019,8,,,,
67313,2018,8,,,,
67313,2017,8,,,,
67341,2023,51,,,,
67341,2022,51,,,,
67341,2021,51,,,,
67341,2020,51,,,,
67341,2019,51,,,,
67341,2018,51,,,,
67341,2017,41,,,,
67360,2023,40,,,,
67360,2022,40,,,,
67360,2018,60,,,,
67360,2017,60,,,,
67363,2023,9,,,,
67363,2022,9,,,,
67363,2021,36,,,,
67363,2019,6,,,,
67363,2018,6,,,,
67363,2017,63,,,,
67365,2025,55,,,,
67365,2024,55,,,,
67365,2023,55,,,,
67365,2022,15,,,,
67365,2021,55,,,,
67365,2020,55,,,,
67365,2019,65,,,,
67365,2018,65,,,,
67365,2017,65,,,,
67391,2024,28,,,,
67391,2023,28,,,,
67391,2022,28,,,,
67391,2021,28,,,,
67391,2020,28,,,,
67391,2019,35,,,,
67391,2018,43,,,,
67391,2017,91,,,,
67394,2018,94,,,,
67394,2017,94,,,,
67419,2024,13,,,,
67419,2023,43,,,,
67419,2022,43,,,,
67419,2021,43,,,,
67419,2019,44,,,,
67419,2018,119,,,,
67419,2017,119,,,,
67421,2025,11,,,,
67421,2024,40,,,,
67421,2023,16,,,,
67421,2021,40,,,,
67421,2020,40,,,,
67421,2019,40,,,,
67421,2018,69,,,,
67421,2017,21,,,,
67423,2017,23,,,,
67435,2017,35,,,,
67443,2021,43,,,,
67443,2020,43,,,,
67443,2019,43,,,,
67443,2018,43,,,,
67443,2017,43,,,,
67449,2025,39,,,,
67449,2024,39,,,,
67449,2023,39,,,,
67449,2022,39,,,,
67449,2021,67,,,,
67449,2020,67,,,,
67449,2019,49,,,,
67449,2018,49,,,,
67449,2017,49,,,,
67450,2019,50,,,,
67450,2018,50,,,,
67450,2017,50,,,,
67454,2023,36,,,,
67454,2022,52,,,,
67454,2021,52,,,,
67454,2020,59,,,,
67454,2018,64,,,,
67454,2017,64,,,,
67467,2024,48,,,,
67467,2023,67,,,,
67467,2020,48,,,,
67467,2019,48,,,,
67467,2018,67,,,,
67467,2017,67,,,,
67504,2025,16,,,,
67504,2023,5,,,,
67504,2022,5,,,,
67504,2021,5,,,,
67504,2020,5,,,,
67504,2019,30,,,,
67504,2017,4,,,,
67539,2025,43,,,,
67539,2024,43,,,,
67539,2023,43,,,,
67539,2022,43,,,,
67539,2021,43,,,,
67539,2020,27,,,,
67539,2019,27,,,,
67539,2018,39,,,,
67539,2017,39,,,,
67559,2017,58,,,,
67588,2025,55,,,,
67588,2024,45,,,,
67588,2023,51,,,,
67588,2022,92,,,,
67588,2021,69,,,,
67588,2020,69,,,,
67588,2019,18,,,,
67588,2018,69,,,,
67588,2017,88,,,,
67591,2021,66,,,,
67591,2020,51,,,,
67591,2017,91,,,,
67598,2018,98,,,,
67598,2017,98,,,,
67603,2023,47,,,,
67603,2022,47,,,,
67603,2021,33,,,,
67603,2020,33,,,,
67603,2019,33,,,,
67603,2018,33,,,,
67603,2017,33,,,,
67604,2025,36,,,,
67604,2024,36,,,,
67604,2023,36,,,,
67604,2022,36,,,,
67604,2019,48,,,,
67604,2018,1,,,,
67604,2017,4,,,,
67606,2024,11,,,,
67606,2023,11,,,,
67606,2022,11,,,,
67606,2021,1,,,,
67606,2018,6,,,,
67606,2017,6,,,,
67609,2025,15,,,,
67609,2024,15,,,,
67609,2023,0,,,,
67609,2022,0,,,,
67609,2021,0,,,,
67609,2019,67,,,,
67609,2017,67,,,,
67610,2025,35,,,,
67610,2024,35,,,,
67610,2023,35,,,,
67610,2022,35,,,,
67610,2021,44,,,,
67610,2019,36,,,,
67610,2018,10,,,,
67610,2017,10,,,,
67640,2025,50,,,,
67640,2024,10,,,,
67640,2023,40,,,,
67640,2022,40,,,,
67640,2019,21,,,,
67640,2018,40,,,,
67640,2017,40,,,,
67644,2024,48,,,,
67644,2023,48,,,,
67644,2022,12,,,,
67644,2021,32,,,,
67644,2020,32,,,,
67644,2019,68,,,,
67644,2017,44,,,,
67645,2018,45,,,,
67645,2017,45,,,,
67646,2022,46,,,,
67646,2021,46,,,,
67646,2020,46,,,,
67646,2019,69,,,,
67646,2017,46,,,,
67650,2018,50,,,,
67650,2017,50,,,,
67703,2025,58,,,,
67703,2024,58,,,,
67703,2023,58,,,,
67703,2022,58,,,,
67703,2020,61,,,,
67703,2019,58,,,,
67703,2018,58,,,,
67703,2017,58,,,,
67711,2022,29,,,,
67711,2021,29,,,,
67711,2020,47,,,,
67711,2017,111,,,,
67737,2021,37,,,,
67737,2020,37,,,,
67737,2019,18,,,,
67737,2018,37,,,,
67737,2017,37,,,,
67742,2017,42,,,,
67748,2017,48,,,,
67760,2023,24,,,,
67760,2022,24,,,,
67760,2019,3,,,,
67760,2018,60,,,,
67760,2017,60,,,,
67762,2019,61,,,,
67762,2018,61,,,,
67762,2017,62,,,,
67768,2023,14,,,,
67768,2021,101,,,,
67768,2018,68,,,,
67768,2017,68,,,,
67807,2025,31,,,,
67828,2025,8,,,,
67828,2024,8,,,,
67828,2022,0,,,,
67828,2021,21,,,,
67828,2020,21,,,,
67828,2019,21,,,,
67828,2018,21,,,,
67828,2017,43,,,,
67845,2016,37,,,,
67893,2025,2,,,,
67900,2025,4,,,,
67900,2024,3,,,,
67900,2023,3,,,,
67900,2022,3,,,,
67900,2021,5,,,,
67900,2018,96,,,,
67900,2017,100,,,,
67905,2025,23,,,,
67905,2024,23,,,,
67905,2023,23,,,,
67905,2022,23,,,,
67905,2021,0,,,,
67905,2018,116,,,,
67935,2018,35,,,,
67935,2017,35,,,,
67944,2020,48,,,,
67944,2019,12,,,,
67944,2018,42,,,,
67944,2017,44,,,,
67948,2017,48,,,,
67954,2025,54,,,,
67954,2024,54,,,,
67954,2023,54,,,,
67954,2022,54,,,,
67954,2021,61,,,,
67954,2020,67,,,,
67954,2017,54,,,,
67956,2025,15,,,,
67956,2024,15,,,,
67956,2023,15,,,,
67956,2022,15,,,,
67956,2021,29,,,,
67956,2020,29,,,,
67956,2017,90,,,,
67962,2025,50,,,,
67962,2024,50,,,,
67962,2022,50,,,,
67962,2021,50,,,,
67962,2020,50,,,,
67962,2019,48,,,,
67962,2018,103,,,,
67962,2017,62,,,,
67993,2024,12,,,,
67993,2023,96,,,,
67993,2022,28,,,,
67993,2021,84,,,,
67993,2018,93,,,,
67993,2017,93,,,,
68002,2024,39,,,,
68002,2023,2,,,,
68002,2022,92,,,,
68002,2019,102,,,,
68002,2018,102,,,,
68003,2023,63,,,,
68003,2020,58,,,,
68003,2019,101,,,,
68003,2018,101,,,,
68036,2024,49,,,,
68036,2023,33,,,,
68036,2022,61,,,,
68036,2020,117,,,,
68036,2019,36,,,,
68036,2018,36,,,,
68043,2025,41,,,,
68043,2024,11,,,,
68043,2023,11,,,,
68043,2022,11,,,,
68043,2021,43,,,,
68043,2020,43,,,,
68043,2019,43,,,,
68043,2018,43,,,,
68050,2024,50,,,,
68050,2023,50,,,,
68050,2022,50,,,,
68050,2021,50,,,,
68050,2020,50,,,,
68050,2019,50,,,,
68050,2018,50,,,,
68067,2025,12,,,,
68067,2024,60,,,,
68067,2023,15,,,,
68067,2022,15,,,,
68067,2019,67,,,,
68067,2018,67,,,,
68069,2024,2,,,,
68069,2023,9,,,,
68069,2022,9,,,,
68069,2021,63,,,,
68069,2019,3,,,,
68069,2018,69,,,,
68089,2024,42,,,,
68089,2023,42,,,,
68089,2022,42,,,,
68089,2021,42,,,,
68089,2018,89,,,,
68092,2025,34,,,,
68092,2018,92,,,,
68097,2025,67,,,,
68097,2024,67,,,,
68097,2023,111,,,,
68097,2022,99,,,,
68097,2019,97,,,,
68097,2018,97,,,,
68103,2018,3,,,,
68106,2022,52,,,,
68106,2021,52,,,,
68106,2020,24,,,,
68106,2019,106,,,,
68106,2018,106,,,,
68110,2025,14,,,,
68110,2022,66,,,,
68110,2019,110,,,,
68110,2018,110,,,,
68119,2025,8,,,,
68119,2023,8,,,,
68119,2022,8,,,,
68119,2021,45,,,,
68119,2019,67,,,,
68119,2018,67,,,,
68130,2025,35,,,,
68130,2022,24,,,,
68130,2019,29,,,,
68130,2018,30,,,,
68135,2020,35,,,,
68135,2019,35,,,,
68135,2018,35,,,,
68159,2025,34,,,,
68159,2022,107,,,,
68159,2019,28,,,,
68159,2018,59,,,,
68200,2025,19,,,,
68200,2024,19,,,,
68200,2023,19,,,,
68200,2021,19,,,,
68200,2020,19,,,,
68200,2019,58,,,,
68200,2018,0,,,,
68201,2021,26,,,,
68201,2019,64,,,,
68201,2018,64,,,,
68204,2024,34,,,,
68204,2023,34,,,,
68204,2022,7,,,,
68204,2021,7,,,,
68204,2020,7,,,,
68204,2019,4,,,,
68204,2018,104,,,,
68205,2025,13,,,,
68205,2024,15,,,,
68205,2023,35,,,,
68205,2022,35,,,,
68205,2021,36,,,,
68205,2019,7,,,,
68205,2018,4,,,,
68207,2024,111,,,,
68207,2023,103,,,,
68207,2021,56,,,,
68207,2020,56,,,,
68207,2019,107,,,,
68207,2018,107,,,,
68211,2020,26,,,,
68211,2019,26,,,,
68211,2018,111,,,,
68220,2025,47,,,,
68220,2024,47,,,,
68220,2023,47,,,,
68220,2022,47,,,,
68220,2021,47,,,,
68220,2020,20,,,,
68220,2019,20,,,,
68220,2018,20,,,,
68240,2019,43,,,,
68240,2018,40,,,,
68242,2025,65,,,,
68242,2024,65,,,,
68242,2023,65,,,,
68242,2022,65,,,,
