playerid,lahmanID,managerID,hofID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,namefirst,namelast,nameNote,nameGiven,nameNick,weight,Height,bats,throws,debut,finalGame,college,lahman40ID,lahman45ID,retroID,holtzID,BBrefMiLBid,DraftValue,Fastball,Changeup,Curve,Slider,Sinker,Splitter,Forkball,Cutter,Knuckleball,KnuckleCurve,CircleChange,Screwball,pexp,cexp,1bexp,2bexp,ssexp,3bexp,lfexp,cfexp,rfexp,infrange,inferror,infarm,infdp,cability,carm,ofrange,oferror,ofarm,Ethnicity,Arm Slot,Arm Slot.1,Name_ko,High,position
97678,97678,,,1957.0,12.0,23.0,South Korea,,Busan,,,,,,,In-kyo,Jung,,,,187.0,72.0,R,R,,,,,,,,2097678,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,정인교,,
69105,69105,,,2000.0,3.0,17.0,South Korea,,Seongnam,,,,,,,Seong-jin,Kim,,,,220.0,72.0,R,R,,,,,,,,2069105,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김성진,,
95169,95169,,,1976.0,11.0,8.0,South Korea,,Seoul,,,,,,,Jung-han,Kim,,,,,,L,R,,,,,,,,2095169,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김정한,,
97848,97848,,,1974.0,2.0,20.0,South Korea,,,,,,,,,Kyung-tae,Lee,,,,,,R,R,,,,,,,,2097848,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,이경태,,
53164,53164,,,2004.0,7.0,9.0,South Korea,,Seongnam,,,,,,,Dong-gyu,Kim,,,,220.0,76.0,R,R,,,,,,,,2053164,,1.0,,,2.0,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김동규,,
80112,80112,,,1948.0,3.0,1.0,South Korea,,Incheon,,,,,,,Chun-geun,Lee,,,,,,R,R,,,,,,,,2080112,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,이춘근,,
53844,53844,,,2000.0,5.0,8.0,South Korea,,Hwasun,,,,,,,Geon-woong,Kim,,,,260.0,73.0,R,R,,,,,,,,2053844,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김건웅,,
50563,50563,,,2001.0,8.0,27.0,South Korea,,Jeonju,,,,,,,Jae-min,Park,,,,194.0,73.0,L,L,,,,,,,,2050563,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,박재민,,
52001,52001,,,2003.0,8.0,22.0,South Korea,,Changwon,,,,,,,Hyeon-min,Ahn,,,,198.0,72.0,R,R,,,,,,,,2052001,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,안현민,,
53460,53460,,,2000.0,10.0,13.0,South Korea,,Busan,,,,,,,Jun-seo,Kang,,,,187.0,72.0,R,R,,,,,,,,2053460,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,강준서,,
51303,51303,,,2001.0,10.0,31.0,South Korea,,Gwangju,,,,,,,Si-ang,Kim,,,,185.0,70.0,R,R,,,,,,,,2051303,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김시앙,,
50819,50819,,,1997.0,6.0,15.0,South Korea,,Seoul,,,,,,,Geo-yeon,Lee,,,,203.0,73.0,R,R,,,,,,,,2050819,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,이거연,,
63558,63558,,,1994.0,4.0,1.0,South Korea,,Busan,,,,,,,Joon-hyuk,Jung,,,,205.0,71.0,L,L,,,,,,,,2063558,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,정준혁,,
80089,80089,,,1962.0,1.0,5.0,South Korea,,Incheon,,,,,,,Byung-eok,Lee,,,,,,R,R,,,,,,,,2080089,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,이병억,,
96546,96546,,,1977.0,12.0,1.0,South Korea,,Cheonan,,,,,,,Hak-soo,Jung,,,,,,R,R,,,,,,,,2096546,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,정학수,,
89120,89120,,,1967.0,7.0,27.0,South Korea,,Seoul,,,,,,,Seung-beom,Lee,,,,,,R,R,,,,,,,,2089120,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,이승범,,
62016,62016,,,1989.0,7.0,5.0,South Korea,,Cheongju,,,,,,,Byung-ho,Yun,,,,187.0,71.0,R,R,,,,,,,,2062016,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,윤병호,,
54913,54913,,,2001.0,9.0,7.0,South Korea,,Gwangju,,,,,,,Min-gyu,Kim,,,,185.0,72.0,R,R,,,,,,,,2054913,,,3.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김민규,,
86671,86671,,,1962.0,4.0,17.0,South Korea,,Jeonju,,,,,,,Sang-jin,Kang,,,,,,R,R,,,,,,,,2086671,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,강상진,,
98813,98813,,,1975.0,6.0,7.0,South Korea,,,,,,,,,Seung-hwan,Ko,,,,198.0,71.0,R,R,,,,,,,,2098813,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,고승환,,
94801,94801,,,1971.0,3.0,20.0,South Korea,,,,,,,,,Seung-hwan,Lee,,,,,,R,R,,,,,,,,2094801,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,이승환,,
61185,61185,,,1989.0,7.0,29.0,South Korea,,Gangneung,,,,,,,In-young,Choi,,,,168.0,73.0,R,R,,,,,,,,2061185,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,최인영,,
77552,77552,,,1984.0,12.0,15.0,South Korea,,Gwangju,,,,,,,Chang-seok,Lee,,,,194.0,72.0,R,R,,,,,,,,2077552,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,이창석,,
93339,93339,,,1970.0,12.0,29.0,South Korea,,,,,,,,,Gi-beom,Kye,,,,,,R,R,,,,,,,,2093339,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,계기범,,
60635,60635,,,1991.0,4.0,27.0,South Korea,,Seoul,,,,,,,Jeong-hun,Lee,,,,192.0,72.0,R,R,,,,,,,,2060635,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,이정훈,,
89772,89772,,,1970.0,1.0,1.0,South Korea,,Chungju,,,,,,,Chang-hyun,Son,,,,,,R,R,,,,,,,,2089772,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,손창현,,
54506,54506,,,2003.0,10.0,19.0,South Korea,,Jemulpo,,,,,,,Seung-gu,Kang,,,,183.0,71.0,R,R,,,,,,,,2054506,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,강승구,,
62462,62462,,,1989.0,7.0,1.0,South Korea,,Daegu,,,,,,,Hyeong-jun,Son,,,,194.0,73.0,R,R,,,,,,,,2062462,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,손형준,,
91403,91403,,,1968.0,3.0,20.0,South Korea,,,,,,,,,Il-hyun,Park,,,,,,R,R,,,,,,,,2091403,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,박일현,,
68260,68260,,,1993.0,1.0,13.0,South Korea,,,,,,,,,Do-hoon,Hyun,,,,209.0,74.0,L,R,,,,,,,,2068260,,1.0,,5.0,2.0,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,현도훈,,
71765,71765,,,1978.0,8.0,5.0,South Korea,,,,,,,,,Ki-dong,Kim,,,,,,L,L,,,,,,,,2071765,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김기동,,
62918,62918,,,1993.0,7.0,7.0,South Korea,,Incheon,,,,,,,Tae-hyeong,Kim,,,,181.0,73.0,R,R,,,,,,,,2062918,,1.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김태형,,
80531,80531,,,1970.0,1.0,12.0,South Korea,,,,,,,,,Man-hyung,Cho,,,,,,R,R,,,,,,,,2080531,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,조만형,,
66068,66068,,,1997.0,9.0,5.0,South Korea,,Seoul,,,,,,,Eui-tae,Seo,,,,254.0,76.0,L,L,,,,,,,,2066068,,3.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,서의태,,
53296,53296,,,2000.0,11.0,14.0,South Korea,,Busan,,,,,,,Jun-ho,Yoon,,,,205.0,70.0,R,R,,,,,,,,2053296,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,윤준호,,
98248,98248,,,1975.0,10.0,28.0,South Korea,,Bucheon,,,,,,,Eun-jin,Cho,,,,,70.0,R,R,,,,,,,,2098248,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,조은진,,
50903,50903,,,2001.0,10.0,19.0,South Korea,,Busan,,,,,,,Jae-hwan,Han,,,,196.0,70.0,R,R,,,,,,,,2050903,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,한재환,,
74169,74169,,,1982.0,2.0,3.0,South Korea,,Seoul,,,,,,,Yong,Heo,,,,192.0,74.0,R,R,,,,,,,,2074169,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,허용,,
93425,93425,,,1972.0,9.0,25.0,South Korea,,Gongju,,,,,,,Jong-guk,Kim,,,,,,R,R,,,,,,,,2093425,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김종국,,
60340,60340,,,1987.0,10.0,29.0,South Korea,,Seoul,,,,,,,Jong-duk,Jang,,,,201.0,72.0,R,R,,,,,,,,2060340,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,장종덕,,
63749,63749,,,1994.0,9.0,20.0,South Korea,,Seoul,,,,,,,Chung-ho,Lee,,,,181.0,72.0,L,L,,,,,,,,2063749,,1.0,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,이충호,,
67900,67900,,,1998.0,7.0,16.0,South Korea,,Busan,,,,,,,Su-yun,Kim,,,,183.0,71.0,R,R,,,,,,,,2067900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김수윤,,
62921,62921,,,1993.0,4.0,11.0,South Korea,,Seoul,,,,,,,Hun-wook,Park,,,,194.0,72.0,R,R,,,,,,,,2062921,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,박헌욱,,
97154,97154,,,1974.0,4.0,12.0,South Korea,,,,,,,,,In-soo,Yoon,,,,,,L,L,,,,,,,,2097154,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,윤인수,,
90414,90414,,,1966.0,10.0,8.0,South Korea,,,,,,,,,Sung-jae,Kim,,,,,,R,R,,,,,,,,2090414,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김성재,,
70164,70164,,,1977.0,4.0,9.0,South Korea,,Daejeon,,,,,,,Jae-hyung,Park,,,,194.0,72.0,R,R,,,,,,,,2070164,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,박재형,,
20001,20001,20001.0,,1950.0,2.0,13.0,South Korea,,Daegu,,,,,,,Yong-deuk,Woo,,,,183.0,68.0,R,R,,,,,,,,2020001,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,우용득,,
63104,63104,,,1990.0,5.0,16.0,South Korea,,Seoul,,,,,,,Kun-chong,Cho,,,,176.0,73.0,R,R,,,,,,,,2063104,,2.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,1.0,1.0,조근종,,
72432,72432,,,1977.0,7.0,16.0,South Korea,,Seoul,,,,,,,Bong-soo,Park,,,,198.0,73.0,L,L,,,,,,,,2072432,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,박봉수,,
92271,92271,,,1971.0,8.0,4.0,South Korea,,Seoul,,,,,,,Seok-gi,Noh,,,,,,L,L,,,,,,,,2092271,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,노석기,,
66801,66801,,,1997.0,3.0,10.0,South Korea,,Incheon,,,,,,,Chan-ho,Kim,,,,168.0,70.0,R,R,,,,,,,,2066801,,1.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김찬호,,
50592,50592,,,2001.0,6.0,16.0,South Korea,,Seongnam,,,,,,,Myung-hyun,Park,,,,176.0,73.0,R,R,,,,,,,,2050592,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,박명현,,
91806,91806,,,1968.0,8.0,3.0,South Korea,,Gunsan,,,,,,,Hak-won,Jung,,,,,,R,R,,,,,,,,2091806,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,정학원,,
53303,53303,,,2000.0,6.0,30.0,South Korea,,Seoul,,,,,,,Jae-sun,Song,,,,161.0,69.0,R,R,,,,,,,,2053303,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,송재선,,
66660,66660,,,1996.0,9.0,13.0,South Korea,,Cheongju,,,,,,,Ha-joon,Nam,,,,172.0,72.0,L,R,,,,,,,,2066660,,1.0,,,4.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,남재현,,
91868,91868,,,1968.0,8.0,5.0,South Korea,,,,,,,,,Chun-sub,Noh,,,,,,R,R,,,,,,,,2091868,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,노춘섭,,
89673,89673,,,1970.0,10.0,23.0,South Korea,,Suwon,,,,,,,Chang-kyun,Yoo,,,,,,R,R,,,,,,,,2089673,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,유창균,,
76749,76749,,,1984.0,2.0,21.0,South Korea,,Busan,,,,,,,Jae-cheong,Lim,,,,185.0,72.0,L,L,,,,,,,,2076749,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,임재청,,
96354,96354,,,1973.0,6.0,28.0,South Korea,,,,,,,,,Hyung-nam,Kim,,,,,,R,R,,,,,,,,2096354,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김형남,,
63606,63606,,,1989.0,4.0,28.0,South Korea,,Incheon,,,,,,,Dong-hoon,Lee,,,,159.0,69.0,L,R,,,,,,,,2063606,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,이동훈,,
50813,50813,,,1997.0,4.0,15.0,South Korea,,Hwasun,,,,,,,Seon-ryul,Yang,,,,201.0,73.0,R,R,,,,,,,,2050813,,2.0,5.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,양선률,,
97754,97754,,,1974.0,8.0,15.0,South Korea,,,,,,,,,Dae-ho,Kang,,,,,,R,R,,,,,,,,2097754,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,강대호,,
79657,79657,,,1990.0,3.0,7.0,South Korea,,Changwon,,,,,,,Sang-hyuk,Park,,,,163.0,74.0,L,L,,,,,,,,2079657,,1.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,박상혁,,
53596,53596,,,2004.0,12.0,30.0,South Korea,,Gunsan,,,,,,,Se-jin,Jang,,,,176.0,70.0,L,L,,,,,,,,2053596,,1.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,장세진,,
79198,79198,,,1986.0,6.0,23.0,South Korea,,Gwangju,,,,,,,Jin-ho,Yoon,,,,172.0,70.0,R,R,,,,,,,,2079198,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,윤진호,,
90574,90574,,,1971.0,5.0,14.0,South Korea,,Busan,,,,,,,Myung-ho,An,,,,,,R,R,,,,,,,,2090574,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,안명호,,
71261,71261,,,1978.0,8.0,16.0,South Korea,,Seoul,,,,,,,Duk-yong,Kim,,,,172.0,70.0,L,L,,,,,,,,2071261,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김덕용,,
80004,80004,,,1963.0,4.0,7.0,South Korea,,,,,,,,,Kyung-ho,Kim,,,,,,R,R,,,,,,,,2080004,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김경호,,
83738,83738,,,1960.0,9.0,5.0,South Korea,,,,,,,,,Gye-seok,Shin,,,,,,R,R,,,,,,,,2083738,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,신계석,,
72813,72813,,,1983.0,2.0,25.0,South Korea,,Seoul,,,,,,,Chang-geun,Park,,,,187.0,73.0,R,R,,,,,,,,2072813,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,박창근,,
79468,79468,,,1985.0,4.0,15.0,South Korea,,Gwangju,,,,,,,Ji-hun,Yang,,,,236.0,72.0,R,R,,,,,,,,2079468,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,양지훈,,
93838,93838,,,1970.0,6.0,29.0,South Korea,,,,,,,,,Sang-soo,Park,,,,,,L,L,,,,,,,,2093838,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,박상수,,
80039,80039,,,1959.0,11.0,27.0,South Korea,,Gunsan,,,,,,,Ki-soo,Park,,,,,,R,R,,,,,,,,2080039,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,박기수,,
94105,94105,,,1971.0,11.0,19.0,South Korea,,,,,,,,,Eun-woo,Park,,,,,,R,R,,,,,,,,2094105,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,박은우,,
68211,68211,,,1995.0,2.0,8.0,South Korea,,Seoul,,,,,,,Seung-min,Lee,,,,187.0,69.0,R,R,,,,,,,,2068211,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,이승민,,
98614,98614,,,1975.0,1.0,17.0,South Korea,,,,,,,,,Soo-hwan,Bang,,,,,,L,L,,,,,,,,2098614,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,방수환,,
90869,90869,,,1970.0,12.0,30.0,South Korea,,Gyeongju,,,,,,,In-gu,Park,,,,,,L,L,,,,,,,,2090869,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,박인구,,
98236,98236,,,1979.0,6.0,23.0,South Korea,,Seoul,,,,,,,Kyung-soo,Lee,,,,163.0,72.0,R,R,,,,,,,,2098236,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,이경수,,
94663,94663,,,1972.0,12.0,16.0,South Korea,,,,,,,,,Hoon,Bae,,,,,,L,L,,,,,,,,2094663,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,배훈,,
66716,66716,,,1993.0,8.0,9.0,South Korea,,Gwangju,,,,,,,Kyung-woon,Jung,,,,168.0,70.0,R,R,,,,,,,,2066716,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,정경운,,
80582,80582,,,1961.0,8.0,24.0,South Korea,,Seoul,,,,,,,Jae-eun,Choi,,,,,,R,R,,,,,,,,2080582,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,최재은,,
54905,54905,,,2005.0,4.0,4.0,South Korea,,Daegu,,,,,,,Se-hun,Kim,,,,170.0,69.0,R,R,,,,,,,,2054905,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김세훈,,
79621,79621,,,1990.0,4.0,21.0,South Korea,,Gwangju,,,,,,,Sung-chul,Jung,,,,183.0,72.0,R,R,,,,,,,,2079621,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,정성철,,
97527,97527,,,1974.0,4.0,8.0,South Korea,,Daegu,,,,,,,Sang-hyun,Kim,,,,176.0,71.0,R,R,,,,,,,,2097527,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김상현,,
93670,93670,,,1974.0,1.0,14.0,South Korea,,Gwangju,,,,,,,Myung-jong,Oh,,,,,,R,R,,,,,,,,2093670,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,오명종,,
98760,98760,,,1963.0,1.0,7.0,South Korea,,,,,,,,,Kyung-nam,Kim,,,,,,L,L,,,,,,,,2098760,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김경남,,
97659,97659,,,1978.0,9.0,19.0,South Korea,,Gwangju,,,,,,,Ki-joong,Ryu,,,,203.0,72.0,R,R,,,,,,,,2097659,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,류기중,,
61304,61304,,,1992.0,8.0,8.0,South Korea,,Seongnam,,,,,,,Beum-soo,Jung,,,,174.0,70.0,R,R,,,,,,,,2061304,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,정범수,,
90685,90685,,,1971.0,8.0,30.0,South Korea,,Gwangju,,,,,,,Tae-young,Choi,,,,,,R,R,,,,,,,,2090685,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,최태영,,
