playerid,lahmanID,managerID,hofID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,namefirst,namelast,nameNote,nameGiven,nameNick,weight,Height,bats,throws,debut,finalGame,college,lahman40ID,lahman45ID,retroID,holtzID,BBrefMiLBid,DraftValue,Fastball,Changeup,Curve,Slider,Sinker,Splitter,Forkball,Cutter,Knuckleball,KnuckleCurve,CircleChange,Screwball,pexp,cexp,1bexp,2bexp,ssexp,3bexp,lfexp,cfexp,rfexp,infrange,inferror,infarm,infdp,cability,carm,ofrange,oferror,ofarm,Ethnicity,Arm Slot,Arm Slot.1,Name_ko,High,position
93245,93245,,,1970.0,5.0,6.0,South Korea,,Seoul,,,,,,,Young-ho,Lee,,,,190.0,71.0,R,R,,,,,,,,2093245,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,이용호,,
78248,78248,,,1984.0,12.0,21.0,South Korea,,Seoul,,,,,,,Chang-seong,Ko,,,,181.0,72.0,R,R,,,,,,,,2078248,,1.0,3.0,5.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,1.0,1.0,고창성,,
61102,61102,,,1992.0,7.0,15.0,South Korea,,Seoul,,,,,,,Kang-nam,Yoo,,,,194.0,72.0,R,R,,,,,,,,2061102,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,유강남,,
89470,89470,,,1965.0,9.0,3.0,South Korea,,Pohang,,,,,,,Myung-sun,Yoo,,,,,,R,R,,,,,,,,2089470,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,유명선,,
94745,94745,,,1975.0,5.0,19.0,South Korea,,Cheongju,,,,,,,Ji-sang,Park,,,,,,L,L,,,,,,,,2094745,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,박지상,,
78548,78548,,,1990.0,1.0,17.0,South Korea,,Busan,,,,,,,Sung-woo,Jang,,,,220.0,74.0,R,R,,,,,,,,2078548,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,장성우,,
91523,91523,,,1973.0,1.0,3.0,South Korea,,Busan,,,,,,,Min-jae,Kim,,,,185.0,71.0,R,R,,,,,,,,2091523,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김민재,,
74838,74838,,,1985.0,5.0,17.0,South Korea,,Seoul,,,,,,,Hee-sang,Yoon,,,,198.0,76.0,R,R,,,,,,,,2074838,,1.0,6.0,5.0,4.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,윤희상,,
78148,78148,,,1990.0,1.0,26.0,South Korea,,Gwangju,,,,,,,Chan-heon,Jeong,,,,209.0,73.0,R,R,,,,,,,,2078148,,2.0,,1.0,4.0,3.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,정찬헌,,
79459,79459,,,1991.0,1.0,28.0,South Korea,,Gwangju,,,,,,,Hyeong-sik,Jeong,,,,161.0,70.0,L,R,,,,,,,,2079459,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,정형식,,
84405,84405,,,1961.0,6.0,4.0,South Korea,,Daegu,,,,,,,Dong-han,Jin,,,,,,R,R,,,,,,,,2084405,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,진동한,,
96411,96411,,,1973.0,3.0,23.0,South Korea,,Daegu,,,,,,,Byung-ho,Jeon,,,,190.0,73.0,L,L,,,,,,,,2096411,,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,전병호,,
67539,67539,,,1998.0,3.0,16.0,South Korea,,Seoul,,,,,,,Gyun-an,Na,,,,240.0,73.0,R,R,,,,,,,,2067539,,1.0,,4.0,5.0,,2.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,나균안,,
94526,94526,,,1971.0,6.0,22.0,South Korea,,Busan,,,,,,,Sang-soo,Kang,,,,220.0,72.0,R,R,,,,,,,,2094526,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,강상수,,
89476,89476,,,1965.0,2.0,10.0,South Korea,,Daegu,,,,,,,Young-soo,Kang,,,,,,R,R,,,,,,,,2089476,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,강영수,,
79764,79764,,,1990.0,3.0,19.0,South Korea,,Gwangju,,,,,,,Min-jae,Jang,,,,234.0,72.0,R,R,,,,,,,,2079764,,1.0,6.0,4.0,5.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,장민재,,
98259,98259,,,1979.0,3.0,12.0,South Korea,,Busan,,,,,,,Hye-chun,Lee,,,,198.0,72.0,L,L,,,,,,,,2098259,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,이혜천,,
80042,80042,,,1958.0,9.0,30.0,South Korea,,,,,,,,,Yong-sung,Park,,,,,,R,R,,,,,,,,2080042,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,박용성,,
72216,72216,,,1979.0,6.0,13.0,South Korea,,Seoul,,,,,,,Jae-young,Lee,,,,198.0,74.0,R,R,,,,,,,,2072216,,1.0,,,4.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,이재영,,
91729,91729,,,1968.0,12.0,28.0,South Korea,,,,,,,,,In-kwon,Kim,,,,,,R,R,,,,,,,,2091729,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김인권,,
73606,73606,,,1984.0,3.0,21.0,South Korea,,Seoul,,,,,,,Dong-wook,Seo,,,,218.0,74.0,S,R,,,,,,,,2073606,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,서동욱,,
73632,73632,,,1984.0,10.0,9.0,South Korea,,Incheon,,,,,,,Jun-hyeok,Lim,,,,220.0,72.0,R,R,,,,,,,,2073632,,1.0,,3.0,2.0,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,임준혁,,
51648,51648,,,2002.0,6.0,16.0,South Korea,,Gwangju,,,,,,,Eui-lee,Lee,,,,198.0,73.0,L,L,,,,,,,,2051648,,1.0,3.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,이의리,,
92302,92302,,,1973.0,10.0,3.0,South Korea,,Wonju,,,,,,,Byung-won,An,,,,214.0,73.0,R,R,,,,,,,,2092302,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,안병원,,
89710,89710,,,1966.0,10.0,28.0,South Korea,,Busan,,,,,,,Rak-gi,Kim,,,,,,R,R,,,,,,,,2089710,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김락기,,
92502,92502,,,1968.0,4.0,28.0,South Korea,,,,,,,,,Sang-hyun,Kim,,,,,,R,R,,,,,,,,2092502,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김상현,,
82110,82110,,,1955.0,4.0,8.0,South Korea,,Seoul,,,,,,,Ba-wi,Kim,,,,,,L,L,,,,,,,,2082110,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김바위,,
75566,75566,,,1986.0,10.0,21.0,South Korea,,Gwangju,,,,,,,Won-seok,Lee,,,,181.0,71.0,R,R,,,,,,,,2075566,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,이원석,,
74729,74729,,,1985.0,8.0,17.0,South Korea,,Seoul,,,,,,,Jin-haeng,Choi,,,,220.0,74.0,R,R,,,,,,,,2074729,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,최진행,,
68902,68902,,,1999.0,2.0,4.0,South Korea,,Seongnam,,,,,,,Min-hyuk,Shin,,,,209.0,72.0,R,R,,,,,,,,2068902,,2.0,1.0,,3.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,신민혁,,
82210,82210,82210.0,,1959.0,1.0,3.0,South Korea,,Seoul,,,,,,,Kwang-soo,Kim,,,,176.0,65.0,R,R,,,,,,,,2082210,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김광수,,
90876,90876,,,1972.0,5.0,22.0,South Korea,,Gyeongju,,,,,,,Kyung-hoon,Jung,,,,161.0,71.0,R,R,,,,,,,,2090876,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,정경훈,,
70833,70833,,,1977.0,12.0,3.0,South Korea,,Changwon,,,,,,,Jong-beom,Chae,,,,187.0,71.0,R,R,,,,,,,,2070833,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,채종범,,
64350,64350,,,1995.0,5.0,7.0,South Korea,,Gwangju,,,,,,,Young-min,Ha,,,,163.0,72.0,R,R,,,,,,,,2064350,,1.0,6.0,5.0,2.0,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,하영민,,
65048,65048,,,1992.0,7.0,24.0,South Korea,,Seoul,,,,,,,Min-su,Kim,,,,176.0,74.0,R,R,,,,,,,,2065048,,1.0,3.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김민수,,
89621,89621,,,1965.0,3.0,14.0,South Korea,,Gunsan,,,,,,,Kwang-woo,Lee,,,,183.0,72.0,R,R,,,,,,,,2089621,,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,이광우,,
78135,78135,,,1989.0,6.0,7.0,South Korea,,Seoul,,,,,,,Hyeong-jong,Lee,,,,192.0,72.0,R,R,,,,,,,,2078135,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,이형종,,
54263,54263,,,2005.0,6.0,3.0,South Korea,,Incheon,,,,,,,Taek-yeon,Kim,,,,194.0,71.0,R,R,,,,,,,,2054263,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김택연,,
76753,76753,,,1983.0,6.0,24.0,South Korea,,Gongju,,,,,,,Kwang-min,Song,,,,198.0,72.0,R,R,,,,,,,,2076753,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,송광민,,
82703,82703,,,1961.0,6.0,10.0,South Korea,,Daegu,,,,,,,Il-hwan,Yang,,,,174.0,70.0,R,R,,,,,,,,2082703,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,1.0,1.0,양일환,,
50157,50157,,,2000.0,4.0,3.0,South Korea,,Gwangju,,,,,,,Yun-sik,Kim,,,,183.0,71.0,L,L,,,,,,,,2050157,,1.0,2.0,4.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김윤식,,
63342,63342,,,1994.0,9.0,4.0,South Korea,,Daejeon,,,,,,,Sang-woo,Cho,,,,214.0,73.0,R,R,,,,,,,,2063342,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,조상우,,
77564,77564,,,1988.0,12.0,17.0,South Korea,,Seoul,,,,,,,Min-sung,Kim,,,,207.0,71.0,R,R,,,,,,,,2077564,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김민성,,
83171,83171,,,1960.0,2.0,6.0,South Korea,,Seoul,,,,,,,Yeong-ll,Oh,,,,181.0,72.0,R,R,,,,,,,,2083171,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,오영일,,
86993,86993,,,1962.0,6.0,16.0,South Korea,,Jeonju,,,,,,,Dae-hyun,Kim,,,,,,R,R,,,,,,,,2086993,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김대현,,
95101,95101,,,1953.0,2.0,20.0,South Korea,,Daegu,,,,,,,Hyun-bal,Jung,,,,181.0,69.0,R,R,,,,,,,,2095101,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,정현발,,
70240,70240,,,1977.0,3.0,27.0,South Korea,,Seoul,,,,,,,Won-seok,Jeong,,,,198.0,71.0,R,R,,,,,,,,2070240,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,정원석,,
89270,89270,,,1966.0,12.0,27.0,South Korea,,Cheonan,,,,,,,Dong-woo,Gu,,,,198.0,70.0,L,L,,,,,,,,2089270,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,구동우,,
79440,79440,,,1990.0,12.0,18.0,South Korea,,Daegu,,,,,,,In-wook,Jung,,,,187.0,73.0,R,R,,,,,,,,2079440,,1.0,,5.0,2.0,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,정인욱,,
83573,83573,,,1956.0,10.0,29.0,South Korea,,Changwon,,,,,,,Doo-yeol,Yoo,,,,161.0,68.0,R,R,,,,,,,,2083573,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,유두열,,
52591,52591,,,2003.0,9.0,18.0,South Korea,,Seongnam,,,,,,,Dong-hee,Yoon,,,,187.0,74.0,R,R,,,,,,,,2052591,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,윤동희,,
65707,65707,,,1992.0,8.0,10.0,South Korea,,Chungju,,,,,,,Hyun-sang,Ju,,,,203.0,70.0,R,R,,,,,,,,2065707,,1.0,3.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,주현상,,
97423,97423,,,1976.0,11.0,16.0,South Korea,,Seoul,,,,,,,Doo-sung,Hwang,,,,212.0,74.0,R,R,,,,,,,,2097423,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,황두성,,
86410,86410,,,1962.0,7.0,25.0,South Korea,,Daegu,,,,,,,Hoon-ki,Kim,,,,,,R,R,,,,,,,,2086410,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,1.0,1.0,김훈기,,
77454,77454,,,1984.0,5.0,31.0,South Korea,,Daejeon,,,,,,,Jong-ho,Kim,,,,183.0,72.0,L,L,,,,,,,,2077454,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김종호,,
95247,95247,,,1976.0,4.0,30.0,South Korea,,Seoul,,,,,,,Yong-ho,Choi,,,,212.0,72.0,R,R,,,,,,,,2095247,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,최용호,,
82477,82477,,,1960.0,1.0,2.0,South Korea,,Daegu,,,,,,,Dae-seok,Oh,,,,170.0,70.0,R,R,,,,,,,,2082477,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,오대석,,
96138,96138,96138.0,,1973.0,8.0,1.0,South Korea,,Gongju,,,,,,,Hyuk,Son,,,,181.0,73.0,R,R,,,,,,,,2096138,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,손혁,,
76639,76639,,,1987.0,4.0,28.0,South Korea,,Chungju,,,,,,,Young-min,Son,,,,231.0,72.0,R,R,,,,,,,,2076639,,1.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,1.0,1.0,손영민,,
69813,69813,,,1990.0,10.0,29.0,South Korea,,Seoul,,,,,,,Jae-hoon,Ha,,,,198.0,72.0,R,R,,,,,,,,2069813,,1.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,하재훈,,
74359,74359,,,1985.0,3.0,31.0,South Korea,,Seoul,,,,,,,Ju-won,Oh,,,,209.0,72.0,L,L,,,,,,,,2074359,,1.0,3.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,오재영,,
64868,64868,,,1989.0,9.0,9.0,South Korea,,Seongnam,,,,,,,Yong-ho,Cho,,,,165.0,67.0,L,R,,,,,,,,2064868,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,조용호,,
69517,69517,,,2000.0,8.0,11.0,South Korea,,Cheonan,,,,,,,Seung-min,Go,,,,203.0,74.0,L,R,,,,,,,,2069517,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,고승민,,
52701,52701,,,2003.0,12.0,23.0,South Korea,,Gwangju,,,,,,,Dong-ju,Moon,,,,214.0,74.0,R,R,,,,,,,,2052701,,1.0,,2.0,3.0,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,문동주,,
90415,90415,,,1967.0,5.0,5.0,South Korea,,Gwangju,,,,,,,Sun-jin,Kim,,,,194.0,72.0,R,R,,,,,,,,2090415,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김선진,,
85420,85420,,,1962.0,4.0,5.0,South Korea,,Daegu,,,,,,,Jong-doo,Lee,,,,183.0,72.0,R,R,,,,,,,,2085420,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,이종두,,
82175,82175,,,1956.0,9.0,14.0,South Korea,,Seoul,,,,,,,Jong-kyum,Yoo,,,,165.0,69.0,L,L,,,,,,,,2082175,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,유종겸,,
90025,90025,,,1967.0,5.0,3.0,South Korea,,Changwon,,,,,,,Ho,Kim,,,,176.0,69.0,R,R,,,,,,,,2090025,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김호,,
65060,65060,,,1995.0,5.0,31.0,South Korea,,Chungju,,,,,,,Kwon,Joo,,,,181.0,71.0,R,R,,,,,,,,2065060,,1.0,2.0,7.0,3.0,4.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,주권,,
52415,52415,,,2003.0,2.0,4.0,South Korea,,Seoul,,,,,,,Jae-hyeon,Lee,,,,181.0,71.0,R,R,,,,,,,,2052415,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,이재현,,
64565,64565,,,1991.0,6.0,18.0,South Korea,,Seoul,,,,,,,In-bok,Lee,,,,214.0,74.0,R,R,,,,,,,,2064565,,6.0,,5.0,2.0,1.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,이인복,,
90315,90315,,,1971.0,12.0,1.0,South Korea,,Gwangmyeong,,,,,,,Jun-heon,Kwon,,,,220.0,74.0,R,R,,,,,,,,2090315,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,권준헌,,
96462,96462,,,1978.0,12.0,2.0,South Korea,,Seoul,,,,,,,Hyun-wook,Jeong,,,,225.0,74.0,R,R,,,,,,,,2096462,,1.0,,2.0,6.0,5.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,정현욱,,
68525,68525,,,1999.0,6.0,1.0,South Korea,,Busan,,,,,,,Dong-hee,Han,,,,238.0,72.0,R,R,,,,,,,,2068525,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,한동희,,
89142,89142,,,1967.0,1.0,21.0,South Korea,,Seoul,,,,,,,Hoon-jae,Choi,,,,172.0,70.0,L,L,,,,,,,,2089142,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,최훈재,,
95901,95901,,,1956.0,12.0,19.0,South Korea,,Incheon,,,,,,,Kwang-ok,Geum,,,,172.0,69.0,R,R,,,,,,,,2095901,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,금광옥,,
82512,82512,,,1954.0,2.0,13.0,South Korea,,,,,,,,,Chang-ho,Cheon,,,,,,R,R,,,,,,,,2082512,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,천창호,,
94415,94415,,,1971.0,8.0,19.0,South Korea,,Busan,,,,,,,Tae-kyun,Kim,,,,181.0,69.0,R,R,,,,,,,,2094415,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김태균,,
82480,82480,,,1956.0,8.0,8.0,South Korea,,,,,,,,,Kyu-ok,Heo,,,,,,L,L,,,,,,,,2082480,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,허규옥,,
61895,61895,,,1992.0,10.0,2.0,South Korea,,Busan,,,,,,,Jin-yong,Seo,,,,194.0,72.0,R,R,,,,,,,,2061895,,1.0,,,4.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,서진용,,
98521,98521,,,1975.0,12.0,28.0,South Korea,,Busan,,,,,,,Gyeong-wahn,Lim,,,,229.0,73.0,R,R,,,,,,,,2098521,,1.0,4.0,3.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,1.0,1.0,임경완,,
82273,82273,,,1963.0,8.0,15.0,South Korea,,Seoul,,,,,,,Chun-seo,Gu,,,,172.0,68.0,R,R,,,,,,,,2082273,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,구천서,,
95914,95914,95914.0,,1955.0,5.0,19.0,South Korea,,Gunsan,,,,,,,Jun-hwan,Kim,,,,176.0,70.0,R,R,,,,,,,,2095914,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,김준환,,
74215,74215,,,1985.0,9.0,4.0,South Korea,,Guri,,,,,,,Seok-min,Yoon,,,,194.0,71.0,R,R,,,,,,,,2074215,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,윤석민,,
66606,66606,,,1997.0,3.0,23.0,South Korea,,Seoul,,,,,,,Won-jun,Choi,,,,187.0,70.0,L,R,,,,,,,,2066606,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,최원준,,
97541,97541,,,1977.0,10.0,9.0,South Korea,,Busan,,,,,,,Jung-hoon,Lee,,,,209.0,72.0,R,R,,,,,,,,2097541,,1.0,,,4.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,이정훈,,
60523,60523,,,1987.0,7.0,18.0,South Korea,,Seoul,,,,,,,Hoon,Jung,,,,187.0,71.0,R,R,,,,,,,,2060523,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,정훈,,
79349,79349,,,1990.0,6.0,23.0,South Korea,,Cheonan,,,,,,,Won-jun,Go,,,,187.0,71.0,R,R,,,,,,,,2079349,,1.0,3.0,5.0,2.0,4.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,고원준,,
62700,62700,,,1994.0,2.0,25.0,South Korea,,Seoul,,,,,,,Joo-seok,Ha,,,,203.0,73.0,L,R,,,,,,,,2062700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Asian,4.0,4.0,하주석,,
